Start Date,End Date,Campaign Name,Advert Name,Placement,Reach,Frequency,Impressions,Clicks,Unique Clicks,Click-through Rate (CTR),Unique Click-through Rate (uCTR),Amount Spent (EUR),Actions,People Taking Action,Page Likes,Impression Device,Destination
2015-02-09,2015-02-09,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,23,1.043478,24,1,1,4.166667,4.347826,0.06,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Desktop Computers,3,1,3,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Desktop Computers,205,1.541463,316,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,Right Column Adverts on Desktop Computers,315,1.593651,502,1,1,0.199203,0.31746,0.02,1,1,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,Audience Network on Third-party Mobile Apps,1984,1.771673,3515,20,20,0.56899,1.008065,1.13,22,22,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Desktop Computers,1,1,1,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,Right Column Adverts on Home Page for Desktop Computers,200,1.265,253,0,0,0,0,0.03,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Audience Network on Third-party Mobile Apps,2471,1.905301,4708,32,32,0.679694,1.295022,1.62,32,32,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,Porko,News Feed on Desktop Computers,5,1,5,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,Porko,News Feed on Mobile Devices,2,1,2,0,0,0,0,0.01,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,Porko,Right Column Adverts on Desktop Computers,76,1.25,95,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,russische reuzen,News Feed on Desktop Computers,41,1,41,1,1,2.439024,2.439024,0.08,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,Porko,Right Column Adverts on Home Page for Desktop Computers,8,1.125,9,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,News Feed on Mobile Devices,12,1,12,0,0,0,0,0.05,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,News Feed on Mobile Devices,14,1,14,0,0,0,0,0.05,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,Porko,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,Porko,News Feed on Mobile Devices,7,1,7,0,0,0,0,0.01,0,0,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,119,1.302521,155,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,Right Column Adverts on Home Page for Desktop Computers,16,1.25,20,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,News Feed on Desktop Computers,14,1.071429,15,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0.01,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,34,1,34,0,0,0,0,0.09,0,0,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,Audience Network on Third-party Mobile Apps,538,2.061338,1109,1,1,0.090171,0.185874,0.2,1,1,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,Audience Network on Third-party Mobile Apps,1550,1.832258,2840,13,12,0.457746,0.774194,1.02,13,12,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0.01,0,0,0,Android Tablet,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Desktop Computers,35,1,35,0,0,0,0,0.12,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,News Feed on Mobile Devices,5,1,5,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,9,1,9,0,0,0,0,0.02,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,Right Column Adverts on Desktop Computers,33,1.363636,45,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Desktop Computers,34,1,34,2,2,5.882353,5.882353,0.16,2,2,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,russische reuzen,Right Column Adverts on Desktop Computers,25,1.32,33,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,News Feed on Mobile Devices,6,1,6,0,0,0,0,0,0,0,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,russische reuzen,Audience Network on Third-party Mobile Apps,884,1.927602,1704,4,4,0.234742,0.452489,0.46,4,4,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,russische reuzen,News Feed on Mobile Devices,23,1,23,0,0,0,0,0.04,0,0,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,russische reuzen,Right Column Adverts on Home Page for Desktop Computers,9,1.222222,11,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,russische reuzen,News Feed on Mobile Devices,13,1,13,0,0,0,0,0.02,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,russische reuzen,News Feed on Mobile Devices,12,1,12,0,0,0,0,0.01,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,6,1,6,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,7,1,7,0,0,0,0,0.01,0,0,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,6,1,6,0,0,0,0,0.03,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,Right Column Adverts on Desktop Computers,420,1.578571,663,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Audience Network on Third-party Mobile Apps,133,2.601504,346,0,0,0,0,0.03,0,0,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Desktop Computers,15,1.533333,23,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,Right Column Adverts on Home Page for Desktop Computers,155,1.154839,179,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Desktop Computers,7,1,7,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,News Feed on Desktop Computers,27,1,27,0,0,0,0,0.15,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,15,1,15,1,1,6.666667,6.666667,0.03,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,30,1,30,1,1,3.333333,3.333333,0.05,1,1,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,News Feed on Mobile Devices,16,1,16,0,0,0,0,0.02,0,0,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,Porko,Audience Network on Third-party Mobile Apps,465,1.941935,903,4,4,0.442968,0.860215,0.18,4,4,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,News Feed on Mobile Devices,7,1,7,0,0,0,0,0.02,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,Audience Network on Third-party Mobile Apps,2871,1.706026,4898,21,21,0.428746,0.731452,1.73,22,22,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,Audience Network on Third-party Mobile Apps,605,1.963636,1188,5,5,0.420875,0.826446,0.43,5,5,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,57,1.508772,86,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 3,Right Column Adverts on Home Page for Desktop Computers,50,1.38,69,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 3,News Feed on Desktop Computers,7,1,7,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,News Feed on Mobile Devices,19,1.052632,20,1,1,5,5.263158,0.05,0,0,0,iPhone,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 3,Right Column Adverts on Desktop Computers,64,1.296875,83,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,12,1,12,0,0,0,0,0.05,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0.01,0,0,0,iPad,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie B,het moet zo zijn,News Feed on Desktop Computers,56,1,56,0,0,0,0,0.16,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 3,Audience Network on Third-party Mobile Apps,473,2.05074,970,3,3,0.309278,0.634249,0.15,3,3,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,twee vrouwen,News Feed on Desktop Computers,18,1,18,0,0,0,0,0.05,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Desktop Computers,5,1.2,6,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,twee vrouwen,Right Column Adverts on Desktop Computers,11,1.272727,14,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,twee vrouwen,Right Column Adverts on Home Page for Desktop Computers,24,1.125,27,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Audience Network on Third-party Mobile Apps,1026,1.961988,2013,4,4,0.198708,0.389864,0.38,4,4,0,Other,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,twee vrouwen,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Desktop Computers,114,1.526316,174,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-08,2015-02-08,2015 Blue Monday - Serie A,twee vrouwen,Audience Network on Third-party Mobile Apps,575,1.949565,1121,2,2,0.178412,0.347826,0.33,4,3,0,Other,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,351,1.290598,453,0,0,0,0,0.09,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie B,russische reuzen,Right Column Adverts on Desktop Computers,9,1.222222,11,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Desktop Computers,372,1.397849,520,0,0,0,0,0.05,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,170,1.352941,230,0,0,0,0,0.05,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,News Feed on Mobile Devices,30,1,30,2,2,6.666667,6.666667,0.06,2,2,0,iPhone,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Audience Network on Third-party Mobile Apps,2237,1.869021,4181,19,19,0.454437,0.849352,1.11,19,19,0,Other,No Breakdown
2015-02-07,2015-02-07,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 1,News Feed on Desktop Computers,23,1,23,0,0,0,0,0.16,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie B,Porko,Right Column Adverts on Home Page for Desktop Computers,1,1,1,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,15,1,15,0,0,0,0,0.04,0,0,0,Android Smartphone,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie B,russische reuzen,Audience Network on Third-party Mobile Apps,421,1.997625,841,3,3,0.356718,0.712589,0.12,3,3,0,Other,No Breakdown
2015-02-07,2015-02-07,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 3,Right Column Adverts on Home Page for Desktop Computers,49,1.22449,60,0,0,0,0,0,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,News Feed on Mobile Devices,5,1,5,1,1,20,20,0,1,1,0,Android Smartphone,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Desktop Computers,20,1,20,2,2,10,10,0.06,6,2,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie B,russische reuzen,News Feed on Mobile Devices,4,1,4,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie B,russische reuzen,News Feed on Mobile Devices,21,1,21,0,0,0,0,0.03,0,0,0,Android Smartphone,No Breakdown
2015-02-07,2015-02-07,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,10,1.1,11,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie B,russische reuzen,News Feed on Mobile Devices,20,1.05,21,0,0,0,0,0.04,0,0,0,iPhone,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie B,russische reuzen,News Feed on Desktop Computers,232,1.00431,233,3,3,1.287554,1.293103,0.6,2,2,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie B,russische reuzen,News Feed on Mobile Devices,15,1,15,0,0,0,0,0.02,0,0,0,iPad,No Breakdown
2015-02-07,2015-02-07,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,9,1.111111,10,0,0,0,0,0.03,0,0,0,iPhone,No Breakdown
2015-02-07,2015-02-07,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPad,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Audience Network on Third-party Mobile Apps,505,1.940594,980,5,5,0.510204,0.990099,0.16,5,5,0,Other,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Desktop Computers,94,1.37234,129,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,120,1.208333,145,0,0,0,0,0.03,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,Audience Network on Third-party Mobile Apps,1063,1.857949,1975,8,8,0.405063,0.752587,0.5,8,8,0,Other,No Breakdown
2015-02-07,2015-02-07,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,iPad,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,19,1,19,0,0,0,0,0.06,0,0,0,iPhone,No Breakdown
2015-02-07,2015-02-07,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2015-02-07,2015-02-07,2015 Blue Monday - Serie A,www.orkest.nl/bluemonday - Website Conversions,News Feed on Desktop Computers,16,1,16,1,1,6.25,6.25,0.09,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2015-02-07,2015-02-07,2015 blue monday serie C,www.orkest.nl/bluemonday - Website Conversions,News Feed on Desktop Computers,31,1.032258,32,1,1,3.125,3.225806,0.13,14,2,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 Blue Monday - Serie A,twee vrouwen,Audience Network on Third-party Mobile Apps,729,1.762689,1285,7,7,0.544747,0.960219,0.4,7,7,0,Other,No Breakdown
2015-02-07,2015-02-07,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,Right Column Adverts on Home Page for Desktop Computers,54,1.277778,69,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2015-02-07,2015-02-07,2015 blue monday keuze serie,www.orkest.nl/bluemonday - Website Conversions - Image 2,Right Column Adverts on Desktop Computers,70,1.242857,87,0,0,0,0,0,0,0,0,Desktop,No Breakdown
